# TEST CONFIGURATION BEGIN
# RandomTreeGenerator: _original_tree_random_state: 0 - _original_sample_random_state: 0 - n_classes: 2 - n_nominal_attributes: 5 - n_numerical_attributes: 5 - n_values_per_nominal_attribute: 5 - max_depth: 5 - min_leaf_depth: 3 - fraction_leaves_per_level: 0.15
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 50000 - max_time: inf - output_file: output_50000.csv - batch_size: 1 - pretrain_size: 100 - task_type: classification - show_plot: True - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
11599,0.637826,0.680000,0.638870,0.715000,0.225922,0.276427,0.219462,0.360126
11799,0.638376,0.670000,0.639744,0.690000,0.226514,0.257091,0.221290,0.329295
11999,0.637983,0.615000,0.639916,0.650000,0.226358,0.212518,0.222392,0.280132
12199,0.639339,0.720000,0.641074,0.710000,0.229162,0.401709,0.224482,0.352679
12399,0.639675,0.660000,0.640650,0.615000,0.230542,0.303921,0.224077,0.200913
12599,0.639920,0.655000,0.640160,0.610000,0.231410,0.282893,0.222953,0.153646
12799,0.639528,0.615000,0.640079,0.635000,0.231555,0.240032,0.224056,0.279937
12999,0.639225,0.620000,0.639767,0.620000,0.231274,0.211618,0.223403,0.183147
13199,0.638931,0.620000,0.640076,0.660000,0.230784,0.200421,0.223942,0.258856
13399,0.639925,0.705000,0.640150,0.645000,0.232981,0.376321,0.224139,0.237379
13599,0.640370,0.670000,0.640667,0.675000,0.233680,0.280419,0.224975,0.281450
13799,0.641241,0.700000,0.640657,0.640000,0.235491,0.369483,0.224554,0.198932
13999,0.642374,0.720000,0.640360,0.620000,0.238437,0.426758,0.223983,0.187253
14199,0.642837,0.675000,0.640426,0.645000,0.240017,0.338759,0.224779,0.273286
14399,0.642517,0.620000,0.640559,0.650000,0.239893,0.227014,0.225445,0.268395
14599,0.643310,0.700000,0.640276,0.620000,0.241835,0.377335,0.225049,0.197296
14799,0.642925,0.615000,0.639524,0.585000,0.241312,0.201907,0.223590,0.119644
14999,0.643221,0.665000,0.638725,0.580000,0.241258,0.230239,0.221154,0.031923
15199,0.642848,0.615000,0.639139,0.670000,0.240368,0.175059,0.221783,0.268941
15399,0.643333,0.680000,0.638824,0.615000,0.241563,0.333958,0.221026,0.164678
15599,0.643161,0.630000,0.638839,0.640000,0.241236,0.217428,0.220916,0.211909
15799,0.643885,0.700000,0.638726,0.630000,0.243299,0.388442,0.221192,0.237035
15999,0.644151,0.665000,0.638805,0.645000,0.243793,0.282962,0.221263,0.226916
16199,0.644969,0.710000,0.639752,0.715000,0.245425,0.378682,0.223183,0.380569
16399,0.644479,0.605000,0.639816,0.645000,0.244377,0.163313,0.223095,0.215123
